propertyid,city,state,zipcode,address,bedrooms,bathrooms,squarefeet,pricing,yearbuilt,description,listingdate,status,type
90691129,Cunningham,Texas,75434,863 Lopez Ramp Apt. 279,2,3,565,431636.32,1933,Spacious property with a large backyard.,2024-07-09,For Sale,townhouses
25801425,Philadelphia,Pennsylvania,19255,86532 Sean Isle,1,3,4925,4104773.61,2015,Perfect for first-time buyers or investors.,2023-08-28,Under Contract,apartments
99469312,Sabattus,Maine,4280,960 Hawkins Curve,5,2,3480,3158206.2,2023,Close to schools and shopping centers.,2023-09-17,For Sale,villas
46028505,Mount Pleasant,Utah,84647,6845 Clark Mall,4,2,4895,643461.09,1931,Close to schools and shopping centers.,2024-03-14,Pending,apartments
45142253,Austwell,Texas,77950,2351 Fisher Mills Apt. 476,1,3,690,4790820.38,1912,Recently renovated with modern finishes.,2023-09-11,Sold,villas
27635807,Lincoln,Iowa,50652,55513 Miller Branch,1,1,1124,1841792.08,1983,Spacious property with a large backyard.,2024-04-04,Under Contract,villas
42217486,Boston,Massachusetts,2215,189 Mary Manors Suite 364,3,2,3733,1679624.72,1942,Recently renovated with modern finishes.,2023-12-26,Pending,townhouses
30344283,Saint Bonaventure,New York,14778,282 Peterson Hollow Suite 706,4,1,2454,4016113.31,2008,A beautiful home with stunning views.,2023-12-10,Off Market,single houses
15254672,Yuma,Arizona,85369,053 Tracie Ramp Apt. 750,5,3,3886,586033.92,1944,Spacious property with a large backyard.,2024-04-08,Off Market,single houses
72249954,Plains,Texas,79355,7395 Theresa Lights,3,1,2086,4914674.4,1968,Recently renovated with modern finishes.,2023-10-26,Sold,apartments
88987689,Rowan,Iowa,50470,305 Justin Track,2,3,1969,4085144.65,2003,Perfect for first-time buyers or investors.,2024-05-08,For Sale,condominiums
41639651,El Paso,Texas,88541,01113 Charles Lakes,4,1,4732,1576643.15,1974,Spacious property with a large backyard.,2023-10-26,For Sale,condominiums
34647319,Gorman,Texas,76454,332 Smith Parkway,5,3,3801,4528200.27,1928,Close to schools and shopping centers.,2023-12-27,For Sale,condominiums
75877968,Sacramento,California,94254,13644 Kelly Ford Suite 578,4,3,1551,346742.71,1931,Perfect for first-time buyers or investors.,2024-03-18,For Sale,villas
46021550,Noxen,Pennsylvania,18636,636 Brittany Gardens,1,2,2146,3853288.7,1902,Recently renovated with modern finishes.,2024-03-27,Off Market,single houses
88881040,Cross River,New York,10518,861 Adkins Brook Suite 719,4,3,2258,1909091.4,2023,Spacious property with a large backyard.,2024-03-19,For Sale,condominiums
20857263,Palmyra,Wisconsin,53156,727 Chelsea Roads,1,1,3871,1375094.56,1961,A beautiful home with stunning views.,2024-01-08,Sold,condominiums
91532537,Cheyenne,Wyoming,82003,37305 Carol Shores Suite 530,3,3,2153,2263423.88,1942,Recently renovated with modern finishes.,2024-02-19,For Sale,condominiums
51260235,Pfafftown,North Carolina,27040,6463 Hodges Mill,5,1,3628,1457442.28,2022,Close to schools and shopping centers.,2024-05-20,Under Contract,villas
75381148,Austin,Texas,78710,7323 Benjamin Trail Apt. 659,2,2,3751,1568606.85,1964,Close to schools and shopping centers.,2024-05-06,Sold,apartments
51649070,Esbon,Kansas,66941,6938 Taylor Tunnel,4,2,4010,3808313.36,1976,"Located in a quiet neighborhood, this property offers great potential.",2024-02-12,Under Contract,condominiums
99156800,Sacramento,New Mexico,88347,447 Caldwell Ports,1,2,893,4320926.2,1923,"Located in a quiet neighborhood, this property offers great potential.",2024-02-29,Off Market,condominiums
42918151,Manchester,Vermont,5254,6950 Martin Drive,2,1,4213,2291917.42,1901,Spacious property with a large backyard.,2024-01-11,Under Contract,apartments
11759930,Uniontown,Kentucky,42461,377 Julia Mills Suite 595,4,1,3258,3518300.36,1931,Recently renovated with modern finishes.,2023-09-06,For Sale,condominiums
42987562,Saratoga,Indiana,47382,2319 Morales Crescent,3,2,2534,2350078.75,2020,Perfect for first-time buyers or investors.,2024-08-04,Under Contract,condominiums
59864325,Karbers Ridge,Illinois,62955,892 Thomas Avenue,4,3,1313,158533.63,1994,"Located in a quiet neighborhood, this property offers great potential.",2024-03-19,Off Market,single houses
87571950,Florham Park,New Jersey,7932,360 Mclaughlin Falls Apt. 511,3,1,1933,1653561.63,2011,Spacious property with a large backyard.,2024-02-21,Off Market,townhouses
86423501,Four States,West Virginia,26572,49222 Smith Cove Suite 762,2,2,2928,2240275.92,2015,Spacious property with a large backyard.,2024-07-16,Under Contract,condominiums
76670481,Chicago,Illinois,60668,9455 Terri Key Apt. 093,3,2,2687,4551234.46,1919,Spacious property with a large backyard.,2024-03-29,Sold,townhouses
55394818,Queen City,Texas,75572,7142 Valerie Crossing Apt. 409,2,2,3764,3700732.13,1949,Perfect for first-time buyers or investors.,2024-07-27,Pending,single houses
51955736,Burlington Flats,New York,13315,571 Lauren Run Apt. 570,1,1,1017,2594446.8,1920,Recently renovated with modern finishes.,2024-05-28,Pending,villas
33254088,Sierra Vista,Arizona,85671,16376 Matthew Street,1,3,3470,1000185.04,2020,Spacious property with a large backyard.,2024-01-06,Sold,single houses
48449227,Sandy Lake,Pennsylvania,16145,0843 Watson Avenue,4,3,2659,4399663.79,1974,Recently renovated with modern finishes.,2023-10-17,For Sale,apartments
43290662,El Mirage,Arizona,85335,85344 Charles Way,2,2,3725,3708873.4,1935,Perfect for first-time buyers or investors.,2024-05-18,For Sale,villas
20086060,Lyndhurst,Virginia,22952,11259 Hunter Shores Apt. 323,3,1,1373,2437385.34,2023,Recently renovated with modern finishes.,2024-02-14,Pending,townhouses
71353765,Arcadia,South Carolina,29320,4709 Raymond Squares Apt. 054,1,1,3769,805977.56,1993,"Located in a quiet neighborhood, this property offers great potential.",2023-10-29,Off Market,apartments
29482709,Buskirk,New York,12028,5761 Tina Circles,5,1,2627,2743256.98,1906,Spacious property with a large backyard.,2023-10-05,Under Contract,villas
99528443,Lodi,Missouri,63950,4796 Mark Pass Suite 774,1,1,4915,4854926.32,1975,"Located in a quiet neighborhood, this property offers great potential.",2024-02-15,Sold,condominiums
63254264,Buffalo,New York,14215,7607 Edward Springs Suite 096,5,3,2215,1804743.84,2003,A beautiful home with stunning views.,2024-02-13,Sold,apartments
83920336,Comstock,Minnesota,56525,39231 Jennings Stream Suite 041,2,2,3920,115960.9,1928,Recently renovated with modern finishes.,2023-11-22,Sold,single houses
28681628,Auburn,New York,13022,994 Leslie Mountain Suite 765,3,2,953,1593745.65,1962,Perfect for first-time buyers or investors.,2024-03-23,Pending,condominiums
16487333,Oak Hall,Virginia,23416,1746 William Plain,2,3,628,1456105.79,1997,A beautiful home with stunning views.,2024-01-28,Off Market,single houses
95356583,Mc Neill,Mississippi,39457,1338 Yesenia Ports Suite 472,5,3,4732,330407.94,1914,Recently renovated with modern finishes.,2023-08-19,Pending,single houses
84656280,Westtown,New York,10998,424 Jon Shoals,5,3,1749,3521373.2,1973,"Located in a quiet neighborhood, this property offers great potential.",2023-08-09,Under Contract,villas
79301180,Harlem,Georgia,30814,96535 Peterson Harbors Apt. 159,5,3,3809,3929303.07,2005,"Located in a quiet neighborhood, this property offers great potential.",2024-07-26,Pending,villas
25907903,Joseph City,Arizona,86032,03497 Shannon Garden,1,1,3011,3759610.15,1914,Spacious property with a large backyard.,2023-10-16,Under Contract,condominiums
31281160,Atlanta,Georgia,30363,89957 Anna Crossing,2,1,4306,1673233.75,2019,A beautiful home with stunning views.,2023-10-02,Sold,townhouses
40492984,San Diego,California,92134,405 Caleb Cove,2,2,2380,4390952.26,1958,Spacious property with a large backyard.,2024-02-21,Sold,single houses
84726232,Gallup,New Mexico,87305,54097 Perry Place,2,3,1821,2394145.21,2019,Close to schools and shopping centers.,2024-02-08,For Sale,single houses
19211745,Fairview,Michigan,48621,2393 Karen Passage,4,3,4595,3116491.21,2007,"Located in a quiet neighborhood, this property offers great potential.",2024-04-03,Under Contract,condominiums
74309773,Soap Lake,Washington,98851,0447 Randy Flat,2,3,2348,2647838.39,1947,Perfect for first-time buyers or investors.,2024-07-01,Under Contract,villas
28779121,Tacoma,Washington,98417,415 Gomez Estate,5,3,4549,2389613.66,2005,Recently renovated with modern finishes.,2023-12-01,For Sale,townhouses
53363923,Fort Lauderdale,Florida,33314,494 Danny Extension Suite 592,3,1,4348,2340692.95,1909,Spacious property with a large backyard.,2023-11-21,Off Market,single houses
30439656,Centreville,Alabama,35042,901 Tina Crossing,3,2,4532,2663570.34,1965,Perfect for first-time buyers or investors.,2024-02-06,Pending,villas
38246347,Villas,New Jersey,8251,87067 Karen Mission Apt. 274,4,3,4682,4033025.95,1912,Recently renovated with modern finishes.,2023-10-16,Pending,villas
75355178,Kansas City,Missouri,64132,87486 Garcia Wall Suite 395,5,1,2232,2526908.97,1905,Close to schools and shopping centers.,2023-11-26,Pending,villas
96270750,Long Lake,Minnesota,55356,99996 Kevin Gateway,3,3,3776,3437495.17,1900,Spacious property with a large backyard.,2024-01-19,For Sale,condominiums
42018337,Collinsville,Mississippi,39325,2225 Sanchez Station,4,3,4150,3073454.75,1980,A beautiful home with stunning views.,2024-01-12,Sold,townhouses
80911361,Washington,District of Columbia,20543,48672 Mitchell Mills,4,1,3121,2678430.54,1928,Perfect for first-time buyers or investors.,2023-09-29,Pending,villas
48350294,Eagleville,California,96110,8544 Heather Inlet,4,3,4269,4305182.67,1910,A beautiful home with stunning views.,2024-05-22,Sold,townhouses
20304836,Hancock,Maine,4640,300 Shirley Green Apt. 625,4,1,4763,4476048.31,1979,Close to schools and shopping centers.,2023-12-23,Pending,villas
46777029,Bosler,Wyoming,82051,10012 Dana Crescent Apt. 306,3,1,1448,3526458.81,2010,Recently renovated with modern finishes.,2024-07-06,Off Market,condominiums
26332285,Aiken,Texas,79221,38378 Joseph Inlet Apt. 321,2,3,4504,1699868.45,1960,"Located in a quiet neighborhood, this property offers great potential.",2023-09-27,Pending,villas
20202023,Lyndon,Vermont,5849,110 Bentley Brooks,1,1,4046,3737865.72,1973,Perfect for first-time buyers or investors.,2024-07-26,For Sale,single houses
94405836,Odd,West Virginia,25902,377 Stokes Road,1,2,4827,1980019.8,1986,Close to schools and shopping centers.,2024-05-17,Under Contract,villas
21355784,Layton,Utah,84040,6047 Alexander Courts,1,1,2669,3162666.05,1990,"Located in a quiet neighborhood, this property offers great potential.",2024-02-20,Off Market,townhouses
19208858,Scottsburg,Indiana,47170,9537 Timothy Fort Apt. 726,1,3,632,206401.5,1951,Close to schools and shopping centers.,2023-08-06,Under Contract,single houses
48302119,Union Springs,New York,13160,195 Robertson Garden,2,3,2252,1690059.59,1944,Close to schools and shopping centers.,2024-02-02,Sold,villas
77023566,Las Vegas,Nevada,89108,10186 Jonathan Rest Suite 035,1,3,2709,495409.62,1911,A beautiful home with stunning views.,2024-04-16,Pending,single houses
46863489,Oswego,Illinois,60543,6688 Barnes Trace,2,1,3525,3510989.93,1923,Perfect for first-time buyers or investors.,2024-03-26,Off Market,townhouses
21015550,Ola,Idaho,83657,08889 Beltran Locks,1,1,4153,533431.29,1935,Close to schools and shopping centers.,2023-08-05,For Sale,condominiums
36988705,Mimbres,New Mexico,88049,371 Johnson Valleys,3,1,2277,3522422.66,1992,"Located in a quiet neighborhood, this property offers great potential.",2023-12-16,Pending,townhouses
46364803,Albuquerque,New Mexico,87193,218 Phillips Spur Suite 567,5,2,2562,4152629.68,1925,Perfect for first-time buyers or investors.,2023-12-30,Pending,single houses
26968201,Goshen,New Hampshire,3752,7630 Morales Corner,5,2,2479,767977.37,1901,Recently renovated with modern finishes.,2024-03-02,Sold,villas
58701870,Darlington,Wisconsin,53530,29858 Dixon Stream Apt. 166,3,1,4080,4109168.43,1985,Close to schools and shopping centers.,2024-06-29,Sold,condominiums
62920430,Chatsworth,Georgia,30705,81689 Darryl Pine Suite 405,3,2,3868,3593505.35,1950,Recently renovated with modern finishes.,2023-11-29,Sold,apartments
86224584,Odessa,Texas,79764,302 Cassie Prairie Apt. 386,3,3,972,3974094.51,1908,Close to schools and shopping centers.,2023-10-24,Under Contract,condominiums
10483476,Ringwood,Oklahoma,73768,2465 Bradley Canyon Apt. 626,5,3,769,1976760.37,1934,Spacious property with a large backyard.,2024-07-29,Off Market,villas
25412362,Inez,Texas,77968,5848 Sara Light,1,3,1676,2358469.15,1959,Recently renovated with modern finishes.,2023-10-27,For Sale,single houses
63201404,Chittenden,Vermont,5737,0455 Logan View,2,2,2140,3901716.7,1997,A beautiful home with stunning views.,2024-06-06,Off Market,single houses
64680001,Alberton,Montana,59820,3420 Kristin Dam Apt. 237,4,1,2019,4842466.91,1985,Close to schools and shopping centers.,2023-11-12,Under Contract,villas
25116736,Cee Vee,Texas,79223,3737 Harrington Lock Suite 203,5,1,2128,2269043.46,1920,Recently renovated with modern finishes.,2024-04-15,Sold,condominiums
13630632,Sand Lake,New York,12153,6921 Eric Light Suite 864,5,1,4717,2555865.56,2015,Close to schools and shopping centers.,2023-10-13,For Sale,condominiums
24065297,Sebastopol,Mississippi,39359,53891 Andrew Corners,4,3,648,1308037.28,1940,Close to schools and shopping centers.,2023-12-30,For Sale,townhouses
46869513,Florence,Texas,76527,342 Ryan Circle Suite 650,1,3,2769,1693063.51,1948,A beautiful home with stunning views.,2023-09-16,For Sale,villas
32319946,Kingsville,Ohio,44048,97680 Mills Point Suite 610,2,3,1985,3282197.66,1932,Recently renovated with modern finishes.,2023-12-29,Sold,townhouses
33623256,Sidney,Texas,76474,54073 Duran Summit Suite 773,2,3,509,3955531.06,1978,Recently renovated with modern finishes.,2024-06-16,For Sale,single houses
70796931,Carthage,Tennessee,37030,541 Wendy Camp,4,1,1236,3409883.47,1911,Recently renovated with modern finishes.,2024-06-19,Pending,townhouses
58658335,Toledo,Oregon,97391,51415 Baker Park,1,3,2490,1878944.48,1994,Close to schools and shopping centers.,2024-01-07,Under Contract,villas
79624053,Holly Pond,Alabama,35083,521 Middleton Brook Suite 443,3,1,4251,1818724.96,1933,Close to schools and shopping centers.,2023-10-25,Off Market,condominiums
95719043,Hanover,Maryland,21076,5319 Holt Mall,1,1,1318,2820670.81,1982,Perfect for first-time buyers or investors.,2023-10-17,Sold,apartments
28166623,Lebo,Kansas,66856,4837 Lynn Trail Suite 008,2,1,4748,3882935.64,2015,A beautiful home with stunning views.,2024-06-01,Pending,apartments
55281072,Chireno,Texas,75937,96134 Yoder Mall Apt. 089,2,2,2237,1061360.93,1988,"Located in a quiet neighborhood, this property offers great potential.",2024-02-16,Pending,single houses
53739876,New Haven,Connecticut,6509,075 Stephanie Creek,3,2,2835,1422540.88,1987,Close to schools and shopping centers.,2024-05-08,Off Market,single houses
56965197,Lutsen,Minnesota,55612,4352 Christina Parkway Suite 008,4,3,4503,1287741.31,2021,Spacious property with a large backyard.,2024-06-03,Sold,villas
85896491,Paynesville,Minnesota,56362,39821 Katelyn Valleys Suite 254,4,2,4768,3921400.5,1967,"Located in a quiet neighborhood, this property offers great potential.",2023-12-29,Pending,condominiums
91005984,Pfafftown,North Carolina,27040,5033 John Mountains,3,3,4392,1934352.53,1969,Spacious property with a large backyard.,2024-06-01,Pending,townhouses
79202474,Woodhull,New York,14898,108 Matthew Underpass Suite 283,2,3,4363,1992499.49,1986,Close to schools and shopping centers.,2024-03-02,Under Contract,apartments
21540399,Kalamazoo,Michigan,49005,376 Novak Island,3,2,4785,4437501.99,1929,Recently renovated with modern finishes.,2024-06-30,Under Contract,villas
81321716,Jarreau,Louisiana,70749,0899 Brianna Springs,1,2,4513,1455542.42,1971,A beautiful home with stunning views.,2024-03-29,Sold,villas
86985031,Newport,Tennessee,37821,9168 Marvin Dale Suite 301,3,2,3338,1835712.45,2022,A beautiful home with stunning views.,2024-05-09,Pending,condominiums
16650028,Natchez,Mississippi,39121,687 Teresa Route,1,3,3683,4541800.5,1938,"Located in a quiet neighborhood, this property offers great potential.",2023-12-16,Pending,apartments
37335045,Cascade,Colorado,80809,3256 Murray Land,1,3,3415,3425662.76,1948,A beautiful home with stunning views.,2023-09-18,For Sale,apartments
16987118,Columbus,Ohio,43218,487 Tara Crossing Suite 180,4,3,1449,677525.94,1975,"Located in a quiet neighborhood, this property offers great potential.",2024-03-23,Under Contract,condominiums
82214841,Lincoln Park,Michigan,48146,01775 Johnson Parks,5,1,606,1501526.15,2016,A beautiful home with stunning views.,2023-08-16,Sold,villas
84423011,Clarksville,Tennessee,37041,9560 Smith Alley,4,3,1283,2238686.01,2013,Spacious property with a large backyard.,2023-11-02,For Sale,townhouses
65546398,Spruce Pine,Alabama,35585,5157 Scott Vista,2,2,2248,2569054.14,1947,A beautiful home with stunning views.,2023-10-26,Pending,villas
98223998,Center,Texas,75935,303 Valentine Walks Suite 779,2,1,3228,1999787.6,1941,A beautiful home with stunning views.,2023-12-28,Sold,villas
10408180,Annandale,New Jersey,8801,76125 Richard Fords Suite 702,5,3,1462,1336316.46,2017,"Located in a quiet neighborhood, this property offers great potential.",2024-02-09,Off Market,single houses
34944006,Appleton,Wisconsin,54911,074 Freeman Skyway,4,3,2925,2150746.32,1935,Perfect for first-time buyers or investors.,2023-10-23,For Sale,townhouses
55363342,Grosse Tete,Louisiana,70740,5795 Wilson Flats,3,2,3572,262509.06,1983,Close to schools and shopping centers.,2024-05-17,Under Contract,townhouses
84545917,West Hartford,Vermont,5084,8483 Serrano Ranch Suite 974,5,2,1620,1548886.23,1936,A beautiful home with stunning views.,2024-01-20,For Sale,townhouses
60838068,Fort Branch,Indiana,47648,25453 Rebekah Pike Suite 493,1,2,3925,3649069.03,1921,Perfect for first-time buyers or investors.,2024-03-23,Sold,condominiums
96590737,Saint Paul,Minnesota,55111,412 Michelle Ramp,5,1,3857,4916091.99,2011,"Located in a quiet neighborhood, this property offers great potential.",2024-03-09,Off Market,villas
34386646,Honolulu,Hawaii,96813,405 Jodi Estates Suite 010,1,2,4484,285816.34,1911,"Located in a quiet neighborhood, this property offers great potential.",2024-05-18,Pending,single houses
11286935,Albany,New York,12207,64640 Steven Fords,3,2,1686,933590.34,1963,Spacious property with a large backyard.,2024-01-28,Pending,apartments
69322418,Prewitt,New Mexico,87045,826 Pena Mews,4,2,3546,1861329.29,1995,Close to schools and shopping centers.,2023-08-09,Under Contract,townhouses
83541502,Rochester,New York,14694,1572 Micheal Rest Suite 476,3,1,2904,1599543.74,2015,Perfect for first-time buyers or investors.,2023-11-28,Off Market,apartments
56328107,Grand Canyon,Arizona,86023,767 Jerry Mills Apt. 279,3,1,742,3748335.17,1956,Spacious property with a large backyard.,2024-02-07,For Sale,apartments
88330280,Yakima,Washington,98903,2240 Johnson Common Suite 890,1,2,1862,1993517.67,1936,Recently renovated with modern finishes.,2023-10-02,Off Market,villas
67357817,Hialeah,Florida,33016,659 Brewer Drives,1,2,4639,1599472.39,1934,Perfect for first-time buyers or investors.,2023-11-29,Off Market,villas
50561912,Houston,Texas,77241,1769 Sara Ridges,4,2,4714,3399031.18,2005,A beautiful home with stunning views.,2024-06-11,Sold,apartments
49397800,Carlisle,Iowa,50047,17646 Smith Trail Apt. 416,5,1,582,4827207.24,2007,Close to schools and shopping centers.,2024-07-07,Off Market,single houses
50862516,Calpella,California,95418,949 Jennifer Drive Suite 541,3,1,4342,2662762.35,1977,"Located in a quiet neighborhood, this property offers great potential.",2024-05-05,Off Market,single houses
77021707,San Francisco,California,94109,163 Blackburn Tunnel Suite 091,5,3,2662,4545789.55,1919,A beautiful home with stunning views.,2024-07-11,Off Market,single houses
26178436,White Hall,Arkansas,71612,13171 Allison Prairie Suite 002,2,2,1138,4505975.03,1957,A beautiful home with stunning views.,2024-01-11,For Sale,villas
82570298,Elmo,Montana,59915,54112 Barnes Rapids Suite 962,1,2,4566,4352838.58,1960,Close to schools and shopping centers.,2023-10-30,Pending,single houses
26141224,Gurnee,Illinois,60031,20238 Henson Drives,4,2,1483,3302711.06,1918,A beautiful home with stunning views.,2024-07-01,Pending,condominiums
27151684,Sunderland,Maryland,20689,24152 Tammy Common Apt. 449,1,1,1219,4167928.04,2019,Perfect for first-time buyers or investors.,2024-05-02,For Sale,apartments
14222750,Stanfield,Oregon,97875,0255 Martha Manors Apt. 760,4,1,2102,2614287.09,1922,Spacious property with a large backyard.,2024-07-22,Off Market,apartments
66138678,Mercer,North Dakota,58559,57480 Johnson Hills Apt. 975,3,2,2324,3163308.92,1905,Spacious property with a large backyard.,2023-12-18,Pending,villas
88032717,Blair,Nebraska,68008,690 Garcia Glen Apt. 189,5,2,983,4813898.74,2008,"Located in a quiet neighborhood, this property offers great potential.",2023-12-18,Pending,villas
87699403,Cameron,Wisconsin,54822,086 Michael Road,4,3,4807,2569366.31,1968,Perfect for first-time buyers or investors.,2024-08-04,Pending,condominiums
41363377,Port Jervis,New York,12771,5833 Lynn Passage Apt. 141,3,2,2900,3414726.35,1922,Spacious property with a large backyard.,2024-01-01,Sold,townhouses
93916257,Damascus,Pennsylvania,18415,2595 Darren Roads,2,1,897,614669.8,1965,Spacious property with a large backyard.,2023-12-31,Sold,villas
43606666,Sacramento,California,95818,724 Friedman Walk,5,1,1476,2232965.85,1941,Close to schools and shopping centers.,2024-04-14,Off Market,single houses
55066757,Lansing,Minnesota,55950,013 Hoffman Terrace,1,3,3334,1788186.83,1974,Recently renovated with modern finishes.,2024-06-03,For Sale,apartments
40290852,Edgewater,New Jersey,7020,2925 Frank Ramp Apt. 042,2,1,1147,2451805.71,1991,Recently renovated with modern finishes.,2024-07-14,Under Contract,villas
15723496,Tatum,South Carolina,29594,8519 Ochoa Port,4,2,1041,591390.93,1961,Spacious property with a large backyard.,2024-04-25,Off Market,apartments
82402034,Elkton,Maryland,21921,4319 Hodges Expressway,1,2,959,4399478.28,1908,Recently renovated with modern finishes.,2024-02-18,Off Market,apartments
91249975,Perley,Minnesota,56574,824 Brown Crossroad,3,3,4949,3462680.09,1950,Spacious property with a large backyard.,2024-06-09,Sold,townhouses
53953519,Charleston,West Virginia,25364,1585 Susan Cape,4,2,2048,4022562.74,1970,Close to schools and shopping centers.,2024-07-03,For Sale,townhouses
52892366,Magalia,California,95954,79954 Flores Flat Suite 745,5,1,1387,2610723.81,1960,Close to schools and shopping centers.,2024-06-14,Off Market,apartments
31342510,Dushore,Pennsylvania,18614,39705 Jessica Village Suite 050,5,2,2078,1583853.88,1909,Spacious property with a large backyard.,2024-05-19,Pending,townhouses
47424689,Anaheim,California,92816,1864 Danielle Shoal Apt. 684,1,3,2318,4186752.74,2008,Spacious property with a large backyard.,2024-02-29,For Sale,single houses
62935752,Linville,North Carolina,28646,3661 David Viaduct Suite 128,4,2,3174,2220613.67,2018,Perfect for first-time buyers or investors.,2023-08-28,Sold,condominiums
67332796,Kissimmee,Florida,34744,19897 Griffin Mountain,2,3,1529,2287829.19,1995,Spacious property with a large backyard.,2023-10-06,Off Market,condominiums
78817046,Meriden,Connecticut,6451,657 Howell Mission,2,2,1024,4740774.24,1947,Spacious property with a large backyard.,2023-10-26,Sold,single houses
30132483,Thetford,Vermont,5074,84204 Jeff Ridge Apt. 946,5,1,3537,1041907.14,1921,A beautiful home with stunning views.,2024-02-01,For Sale,apartments
50223635,Toyah,Texas,79785,78784 Jeffrey Ford Suite 131,2,2,1756,2204602.18,1949,Spacious property with a large backyard.,2024-05-12,Pending,villas
12982147,Hyde Park,Utah,84318,088 Galloway Shore Suite 268,4,3,2264,4752352.13,1934,A beautiful home with stunning views.,2024-06-06,Sold,condominiums
88761914,Hackensack,Minnesota,56452,0731 Briana Springs Apt. 398,1,1,2577,3314599.05,1907,Perfect for first-time buyers or investors.,2024-03-12,Under Contract,single houses
70343713,Lake Geneva,Wisconsin,53147,6531 Collins Motorway Apt. 430,5,2,669,4831311.93,2021,Close to schools and shopping centers.,2024-07-17,Pending,villas
37104480,Evening Shade,Arkansas,72532,804 Greg Valley Apt. 888,1,2,743,2201727.57,2021,Perfect for first-time buyers or investors.,2024-07-01,Pending,apartments
58329582,Lebam,Washington,98554,0741 Castro River Apt. 541,2,2,2636,1854549.87,1947,Spacious property with a large backyard.,2024-03-17,Pending,single houses
47577171,Miami,Florida,33191,051 Zachary Lakes Suite 836,5,3,1963,2447072.19,1936,Perfect for first-time buyers or investors.,2024-03-31,Under Contract,villas
97731448,Greenville,South Carolina,29607,5519 Susan Forges Suite 183,5,2,1589,3708513.78,1934,Perfect for first-time buyers or investors.,2023-10-20,For Sale,apartments
83075423,Chantilly,Virginia,20152,5116 Reginald Mews,4,2,2179,1826755.24,1989,A beautiful home with stunning views.,2024-05-08,Sold,single houses
63115305,South New Berlin,New York,13843,342 Nicholas Ranch,5,2,1560,279094.52,1945,Recently renovated with modern finishes.,2024-04-07,Pending,villas
87798830,Pricedale,Pennsylvania,15072,22022 Powell Squares Suite 273,3,3,4188,3682320.37,1934,"Located in a quiet neighborhood, this property offers great potential.",2024-03-30,Pending,condominiums
10060566,Bullhead City,Arizona,86439,77120 Fisher Path,2,3,4715,4963140.21,1943,Recently renovated with modern finishes.,2024-07-27,Off Market,villas
51585350,Grand Rapids,Michigan,49588,1562 Amy Crest Suite 937,5,1,1259,2060432.69,2017,"Located in a quiet neighborhood, this property offers great potential.",2024-07-17,Sold,apartments
34003691,Maquoketa,Iowa,52060,335 Duncan Island,5,2,2636,3144778.73,2017,A beautiful home with stunning views.,2023-08-19,Under Contract,apartments
57314609,APO AA,,96337,7783 Deborah Way Apt. 954,5,2,1775,4681439.44,1990,"Located in a quiet neighborhood, this property offers great potential.",2023-08-28,Off Market,single houses
73678570,Ivy,Virginia,22945,031 Barnes Crossroad,3,2,3257,2690905.33,1973,"Located in a quiet neighborhood, this property offers great potential.",2024-01-19,Sold,single houses
15910487,Pinehill,New Mexico,87357,45354 Moore Place,4,2,1207,3569899.81,2003,"Located in a quiet neighborhood, this property offers great potential.",2023-09-17,For Sale,single houses
57225650,New York,New York,10010,21023 Jones Trail Apt. 408,2,1,1982,4915047.52,1929,Close to schools and shopping centers.,2024-06-24,Sold,apartments
43373655,San Bernardino,California,92413,7436 Montgomery Springs,4,1,3490,2194126.0,1938,Perfect for first-time buyers or investors.,2023-10-03,Under Contract,condominiums
92106034,Atlanta,Georgia,30370,00335 Tanya Keys Apt. 996,5,3,3862,2426399.09,1951,A beautiful home with stunning views.,2024-05-24,Sold,apartments
10255471,Honesdale,Pennsylvania,18431,6993 Jeffrey Spring Apt. 773,2,3,3222,2963737.53,1957,Close to schools and shopping centers.,2023-09-04,Pending,townhouses
77562971,Bonita Springs,Florida,34136,504 Farrell Inlet,4,1,2887,1233535.21,1912,Recently renovated with modern finishes.,2023-10-22,Pending,condominiums
55072548,Richmond,Illinois,60071,71154 Nicholas Burg Apt. 917,4,1,2832,3539851.42,2011,Spacious property with a large backyard.,2023-08-09,Off Market,villas
52190666,Wareham,Massachusetts,2571,66412 April Path Apt. 839,4,3,3803,402708.12,1904,Spacious property with a large backyard.,2024-02-23,Pending,villas
62093790,Santa Monica,California,90408,7144 Vincent Via,1,3,1859,1034404.11,1982,Spacious property with a large backyard.,2023-08-26,Sold,single houses
80699825,Greenville,South Carolina,29602,6161 Yoder Haven Suite 235,3,1,4129,3314191.27,1995,Close to schools and shopping centers.,2023-10-01,Sold,townhouses
37548860,Plevna,Missouri,63464,2016 Chavez Glens Suite 613,5,2,1327,2349293.24,1945,"Located in a quiet neighborhood, this property offers great potential.",2023-09-21,Pending,apartments
96911980,Guilford,Connecticut,6437,86821 Torres Way,4,2,1490,4965758.84,1908,Close to schools and shopping centers.,2023-10-19,Under Contract,apartments
74230274,Browning,Missouri,64630,872 Austin Shoal,1,3,801,4157904.88,2011,A beautiful home with stunning views.,2023-12-06,Pending,single houses
85485961,Drasco,Arkansas,72530,75072 Martin Trafficway Apt. 326,4,2,4518,2113403.86,1974,"Located in a quiet neighborhood, this property offers great potential.",2024-04-12,Under Contract,condominiums
